catalogNumber                                 AA0548
basisOfRecord                         LivingSpecimen
decimalLatitude                               348539
decimalLongitude                             6284421
phylum                                  Tracheophyta
Class                                  Magnoliopsida
order                                     Oxalidales
family                                Elaeocarpaceae
genus                                   Crinodendron
specificEpithet                          hookerianum
infraspecificEpithet                             NaN
nameAcordingTo                                   Gay
verbatimTaxonRank                                NaN
taxonRank                                    species
acceptedNameUsage       Crinodendron hookerianum Gay
Nombre común                                     NaN
Estado                                        Muerto
establishmentMeans                            Nativa
ingreso                                         2019
plantacion                                       NaN
locationRemarks                                  NaN
sex                                    hermaphrodite
Name: AA0548, dtype: object
