catalogNumber                                AA0344
basisOfRecord                        LivingSpecimen
decimalLatitude                              348558
decimalLongitude                            6284392
phylum                                 Tracheophyta
Class                                 Magnoliopsida
order                                    Sapindales
family                                Simaroubaceae
genus                                     Ailanthus
specificEpithet                           altissima
infraspecificEpithet                            NaN
nameAcordingTo                              Swingle
verbatimTaxonRank                               NaN
taxonRank                                   species
acceptedNameUsage       Ailanthus altissima Swingle
Nombre común                                    NaN
Estado                                     Extraído
establishmentMeans                          Exótica
ingreso                                        2019
plantacion                                      NaN
locationRemarks                                 NaN
sex                                   hermaphrodite
Name: AA0344, dtype: object
